customer_id,age,gender,location,marital_status,dependents,education_level,tenure_months,contract_type,payment_method,paperless_billing,monthly_charges,total_charges,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,data_usage_gb,call_duration_minutes,customer_service_calls,late_payments,payment_failures,contract_renewal_eligible,avg_monthly_download_gb,avg_monthly_upload_gb,customer_satisfaction_score,nps_score,last_interaction_days,churn
CUST-00117,59,Female,Urban,Single,0,High School,23,Month-to-Month,Bank Transfer,Yes,142.64,3205.01,Yes,No,Fiber,Yes,Yes,Yes,Yes,No,No,334.76,262.82,2,3,1,No,84.72,12.46,1.0,52.0,32,Yes
CUST-00118,67,Female,Suburban,Married,1,Bachelor,36,Month-to-Month,Bank Transfer,Yes,72.19,2728.49,Yes,No,DSL,No,No,No,No,No,Yes,348.68,609.59,2,0,1,No,49.87,8.92,2.0,60.0,210,No
CUST-00119,26,Female,Urban,Married,1,Master,57,Two Year,Bank Transfer,Yes,88.69,5100.81,No,No,Fiber,No,Yes,No,No,Yes,Yes,462.03,0.0,1,1,0,No,199.11,34.75,3.0,93.0,300,No
CUST-00120,18,Male,Urban,Married,0,Bachelor,1,Two Year,Bank Transfer,No,35.96,36.61,Yes,No,Fiber,No,Yes,No,No,No,No,440.88,1140.6,3,3,0,No,284.54,79.6,1.0,15.0,181,No
CUST-00121,30,Male,Rural,Single,1,Bachelor,72,Two Year,Bank Transfer,Yes,90.21,6613.89,Yes,Yes,DSL,No,No,No,No,No,No,144.16,1570.2,4,1,1,No,48.93,9.83,4.0,5.0,240,No
CUST-00122,67,Male,Suburban,Married,0,High School,3,Two Year,Credit Card,Yes,99.46,308.67,No,No,Fiber,No,No,Yes,Yes,No,No,227.58,0.0,0,1,1,No,68.72,13.02,4.0,43.0,50,Yes
CUST-00123,32,Female,Urban,Divorced,1,Bachelor,14,Month-to-Month,Electronic,No,149.7,1993.05,Yes,No,No,No,No,No,No,No,No,0.0,1895.04,3,5,0,No,0.0,0.0,3.0,82.0,342,Yes
CUST-00124,49,Male,Urban,Married,1,Bachelor,34,Month-to-Month,Bank Transfer,No,146.78,4850.74,Yes,No,No,No,No,No,No,No,No,0.0,1671.96,2,1,1,No,0.0,0.0,5.0,63.0,28,Yes
CUST-00125,51,Female,Urban,Married,3,Master,70,Month-to-Month,Credit Card,Yes,145.63,10362.96,Yes,No,DSL,No,Yes,No,No,No,No,168.58,1971.12,2,1,0,No,76.91,9.02,,-29.0,5,No
CUST-00126,60,Male,Suburban,Single,1,Bachelor,69,Two Year,Electronic,No,65.29,4683.06,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,222.22,1764.79,4,1,1,Yes,78.48,8.19,4.0,-21.0,132,No
CUST-00127,48,Male,Rural,Divorced,1,Bachelor,51,One Year,Bank Transfer,Yes,148.86,7732.81,Yes,No,No,No,No,No,No,No,No,0.0,1271.78,0,2,0,Yes,0.0,0.0,2.0,-94.0,95,Yes
CUST-00128,31,Male,Suburban,Divorced,5,Bachelor,29,Month-to-Month,Bank Transfer,No,79.21,2277.28,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,179.24,1237.11,3,0,0,No,75.38,15.46,5.0,-32.0,345,Yes
CUST-00129,71,Male,Urban,Married,2,Master,48,Month-to-Month,Mailed Check,Yes,130.74,6188.58,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,240.26,346.1,1,2,0,No,15.31,4.21,5.0,-14.0,81,Yes
CUST-00130,64,Female,Urban,Married,1,Bachelor,16,One Year,Electronic,Yes,48.12,788.27,Yes,Yes,No,No,No,No,No,No,No,0.0,1472.56,1,1,0,Yes,0.0,0.0,3.0,-93.0,276,Yes
CUST-00131,31,Male,Rural,Divorced,1,Bachelor,57,One Year,Credit Card,No,85.76,5006.15,Yes,No,DSL,No,Yes,Yes,No,Yes,No,401.12,1240.39,2,1,0,Yes,80.47,11.62,4.0,30.0,314,No
CUST-00132,65,Male,Rural,Single,3,Bachelor,10,Two Year,Electronic,Yes,145.58,1471.4,Yes,No,Fiber,Yes,No,No,Yes,Yes,No,121.72,1063.17,2,0,1,Yes,246.34,64.3,4.0,62.0,216,No
CUST-00133,72,Male,Suburban,Married,1,Master,19,Month-to-Month,Mailed Check,Yes,143.11,2662.46,Yes,Yes,Fiber,No,Yes,Yes,No,No,Yes,162.4,1417.25,1,0,1,No,54.0,8.58,3.0,13.0,279,Yes
CUST-00134,46,Female,Urban,Married,1,High School,67,Two Year,Electronic,Yes,108.89,7605.5,Yes,Yes,No,No,No,No,No,No,No,0.0,943.69,0,1,0,Yes,0.0,0.0,4.0,-65.0,130,No
CUST-00135,64,Female,Suburban,Married,3,Bachelor,36,Month-to-Month,Bank Transfer,No,123.72,4476.88,Yes,No,DSL,No,No,Yes,Yes,Yes,No,456.37,1095.33,3,1,0,No,74.11,11.12,2.0,-1.0,85,Yes
CUST-00136,36,Male,Rural,Married,0,Master,4,One Year,Bank Transfer,Yes,42.94,176.73,Yes,Yes,No,No,No,No,No,No,No,0.0,856.87,5,3,1,No,0.0,0.0,,-22.0,327,Yes
CUST-00137,44,Female,Suburban,Married,3,PhD,33,Two Year,Credit Card,Yes,113.82,3648.61,Yes,Yes,Fiber,Yes,Yes,No,Yes,Yes,No,387.0,1463.0,0,2,0,Yes,135.58,26.93,1.0,-71.0,312,Yes
CUST-00138,26,Male,Suburban,Single,1,Bachelor,28,Two Year,Mailed Check,Yes,100.35,2765.89,Yes,No,Fiber,No,No,No,Yes,Yes,Yes,242.16,1765.56,1,2,0,No,136.09,14.98,4.0,-86.0,92,No
CUST-00139,54,Male,Urban,Single,2,PhD,9,Month-to-Month,Bank Transfer,Yes,31.9,297.87,Yes,No,DSL,No,No,Yes,No,Yes,No,5.09,1697.61,0,2,1,No,97.11,10.42,4.0,95.0,70,Yes
CUST-00140,54,Female,Urban,Single,3,Bachelor,6,Month-to-Month,Electronic,Yes,34.71,198.89,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,348.74,1593.45,1,3,1,No,93.64,18.65,5.0,-14.0,325,Yes
CUST-00141,60,Male,Urban,Married,0,Bachelor,49,One Year,Electronic,Yes,34.1,1672.84,Yes,Yes,Fiber,No,No,No,No,No,No,194.68,126.2,3,1,0,Yes,211.67,30.27,4.0,-43.0,325,Yes
CUST-00142,45,Female,Rural,Single,3,Bachelor,22,Month-to-Month,Electronic,Yes,114.17,2507.07,No,No,Fiber,Yes,No,Yes,No,No,Yes,316.49,0.0,0,2,1,No,75.33,7.67,3.0,55.0,331,Yes
CUST-00143,69,Male,Suburban,Single,5,High School,48,One Year,Electronic,Yes,38.42,1890.64,Yes,Yes,No,No,No,No,No,No,No,0.0,622.26,1,0,0,Yes,0.0,0.0,1.0,69.0,190,Yes
CUST-00144,74,Female,Suburban,Married,1,Bachelor,21,Two Year,Bank Transfer,No,80.81,1659.9,No,No,Fiber,Yes,Yes,No,No,No,Yes,240.42,0.0,3,1,0,No,216.77,42.37,5.0,,213,No
CUST-00145,41,Male,Urban,Divorced,4,Bachelor,33,Month-to-Month,Mailed Check,No,66.41,2129.89,Yes,Yes,Fiber,No,No,No,No,No,No,472.19,474.24,1,1,0,No,173.38,31.01,4.0,45.0,46,Yes
CUST-00146,45,Female,Rural,Divorced,0,Master,56,One Year,Electronic,No,91.57,5346.18,Yes,No,Fiber,Yes,Yes,Yes,No,Yes,Yes,11.57,935.33,1,0,2,Yes,218.59,27.78,4.0,32.0,217,No
CUST-00147,53,Female,Rural,Divorced,3,Master,29,Month-to-Month,Credit Card,Yes,111.84,3266.67,Yes,Yes,Fiber,No,Yes,Yes,Yes,No,Yes,356.07,1523.86,3,0,0,No,254.07,54.86,1.0,36.0,88,Yes
CUST-00148,69,Male,Urban,Married,1,Bachelor,53,Two Year,Credit Card,No,109.01,5549.34,Yes,Yes,Fiber,Yes,Yes,Yes,No,No,No,204.92,1316.53,1,0,1,Yes,221.45,53.61,4.0,1.0,274,No
CUST-00149,35,Female,Rural,Single,1,Bachelor,40,Two Year,Electronic,Yes,87.02,3373.86,Yes,Yes,DSL,No,No,No,No,Yes,Yes,356.9,890.25,2,1,0,Yes,83.66,19.67,3.0,14.0,226,No
CUST-00150,42,Male,Urban,Divorced,0,High School,18,One Year,Credit Card,No,80.36,1518.7,Yes,No,No,No,No,No,No,No,No,0.0,1389.39,3,1,0,Yes,0.0,0.0,1.0,36.0,216,Yes
CUST-00151,52,Female,Urban,Married,1,Bachelor,47,Month-to-Month,Electronic,Yes,71.72,3268.05,Yes,No,Fiber,No,No,No,No,Yes,Yes,5.12,1143.0,3,6,0,No,,35.09,4.0,,239,Yes
CUST-00152,21,Male,Urban,Married,0,Bachelor,13,Two Year,Credit Card,Yes,132.05,1735.59,Yes,No,Fiber,No,Yes,No,No,Yes,No,142.67,623.9,2,2,0,Yes,147.22,29.43,4.0,83.0,300,Yes
CUST-00153,31,Male,Rural,Married,4,Bachelor,27,One Year,Bank Transfer,Yes,63.01,1687.7,Yes,Yes,Fiber,Yes,Yes,Yes,Yes,No,Yes,94.55,1328.03,4,1,0,Yes,93.31,25.95,3.0,42.0,340,Yes
CUST-00154,56,Female,Rural,Married,3,Bachelor,62,Month-to-Month,Bank Transfer,Yes,53.72,3458.91,Yes,Yes,Fiber,Yes,No,No,No,No,Yes,83.49,488.07,1,2,0,No,254.47,49.3,5.0,-23.0,169,No
CUST-00155,43,Male,Urban,Married,0,Bachelor,45,Two Year,Electronic,No,116.63,5382.32,Yes,Yes,DSL,No,No,Yes,No,Yes,No,364.24,1418.58,0,0,2,No,14.52,2.02,3.0,-39.0,364,Yes
CUST-00156,25,Female,Suburban,Single,0,Master,3,Two Year,Bank Transfer,No,66.77,202.25,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,119.78,105.91,3,1,0,No,,6.34,1.0,62.0,231,Yes
CUST-00157,41,Male,Suburban,Married,3,Master,22,One Year,Bank Transfer,No,130.11,2722.37,Yes,Yes,No,No,No,No,No,No,No,0.0,1142.67,2,0,0,No,0.0,0.0,5.0,-61.0,107,No
CUST-00158,33,Male,Rural,Single,1,Bachelor,27,One Year,Bank Transfer,No,62.63,1755.11,No,No,DSL,No,Yes,Yes,No,Yes,No,123.49,0.0,4,1,2,Yes,81.14,20.17,3.0,78.0,327,Yes
CUST-00159,37,Female,Urban,Divorced,0,Bachelor,55,Month-to-Month,Credit Card,Yes,111.25,6085.05,Yes,No,Fiber,Yes,No,No,Yes,No,No,290.12,675.9,1,1,0,No,197.3,32.08,5.0,23.0,232,No
CUST-00160,32,Female,Suburban,Married,1,Bachelor,67,One Year,Bank Transfer,Yes,25.86,1807.69,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,360.29,1079.85,1,0,0,Yes,15.83,2.52,5.0,-41.0,169,No
CUST-00161,24,Male,Suburban,Married,1,High School,33,Month-to-Month,Bank Transfer,No,70.12,2313.03,Yes,Yes,Fiber,No,No,Yes,Yes,Yes,No,165.54,1326.09,2,1,0,No,149.62,41.75,2.0,-45.0,134,No
CUST-00162,34,Male,Urban,Divorced,0,High School,2,Month-to-Month,Credit Card,Yes,64.62,131.75,No,No,DSL,Yes,No,No,No,Yes,No,301.51,0.0,1,1,0,No,85.1,11.53,4.0,-17.0,130,No
CUST-00163,39,Male,Urban,Married,2,High School,46,Month-to-Month,Credit Card,No,126.17,5553.77,Yes,Yes,Fiber,Yes,Yes,No,Yes,Yes,Yes,412.43,1682.82,3,1,1,No,106.89,22.13,1.0,-60.0,36,Yes
CUST-00164,39,Male,Suburban,Single,2,High School,33,Month-to-Month,Mailed Check,Yes,145.72,4926.55,Yes,No,Fiber,Yes,Yes,Yes,Yes,Yes,No,47.11,1462.58,2,0,0,No,116.09,28.17,3.0,81.0,258,Yes
CUST-00165,71,Male,Urban,Single,0,High School,58,Month-to-Month,Bank Transfer,Yes,79.91,4559.96,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,355.34,1010.04,4,0,1,No,21.1,3.78,4.0,-84.0,123,Yes
CUST-00166,29,Male,Rural,Married,4,High School,7,One Year,Mailed Check,No,127.23,877.36,Yes,Yes,Fiber,Yes,Yes,No,No,Yes,Yes,161.57,845.07,1,1,1,No,285.12,30.79,3.0,4.0,262,Yes
CUST-00167,35,Female,Urban,Divorced,2,High School,15,One Year,Bank Transfer,Yes,110.96,1600.93,Yes,Yes,No,No,No,No,No,No,No,0.0,161.81,1,3,1,Yes,0.0,0.0,2.0,-76.0,352,Yes
CUST-00168,73,Female,Rural,Married,0,Bachelor,26,One Year,Credit Card,Yes,145.76,3655.93,Yes,No,Fiber,No,No,No,No,No,Yes,272.83,782.28,3,0,1,Yes,218.71,61.32,4.0,25.0,216,No
CUST-00169,63,Male,Urban,Divorced,0,PhD,11,Month-to-Month,Electronic,Yes,125.44,1336.52,Yes,No,No,No,No,No,No,No,No,0.0,1711.92,3,1,0,No,0.0,0.0,4.0,-8.0,169,Yes
CUST-00170,64,Male,Urban,Single,0,Master,38,Month-to-Month,Electronic,No,30.07,1123.11,Yes,Yes,No,No,No,No,No,No,No,0.0,829.65,0,1,0,No,0.0,0.0,4.0,36.0,97,Yes
CUST-00171,32,Male,Urban,Single,1,High School,27,Two Year,Mailed Check,Yes,112.73,3162.92,Yes,No,No,No,No,No,No,No,No,0.0,977.01,2,2,0,No,0.0,0.0,4.0,83.0,357,No
CUST-00172,54,Female,Suburban,Single,0,Bachelor,7,One Year,Electronic,Yes,89.61,619.04,Yes,Yes,No,No,No,No,No,No,No,0.0,616.49,3,1,0,No,0.0,0.0,4.0,50.0,185,Yes
CUST-00173,33,Female,Suburban,Married,1,Master,1,Two Year,Electronic,Yes,22.14,22.63,No,No,DSL,No,Yes,No,No,Yes,Yes,260.5,0.0,2,0,1,No,38.75,10.92,5.0,17.0,212,No
CUST-00174,22,Female,Urban,Single,0,High School,21,Month-to-Month,Bank Transfer,Yes,52.67,1059.93,Yes,No,No,No,No,No,No,No,No,0.0,217.56,0,2,1,No,0.0,0.0,3.0,-99.0,357,Yes
CUST-00175,19,Female,Urban,Single,2,Master,30,One Year,Bank Transfer,Yes,139.83,4233.06,Yes,No,No,No,No,No,No,No,No,0.0,1266.23,2,1,1,Yes,0.0,0.0,4.0,,311,No
CUST-00176,69,Female,Suburban,Married,3,Bachelor,8,Month-to-Month,Electronic,Yes,140.39,1121.07,Yes,No,No,No,No,No,No,No,No,0.0,951.33,2,0,1,No,0.0,0.0,3.0,18.0,231,Yes
CUST-00177,45,Male,Suburban,Married,1,Master,3,One Year,Electronic,No,123.85,389.31,Yes,Yes,DSL,No,No,No,Yes,Yes,No,420.88,1251.33,4,2,0,No,23.62,5.55,5.0,92.0,166,No
CUST-00178,74,Male,Suburban,Married,2,Master,55,Two Year,Credit Card,No,147.63,8400.84,Yes,No,No,No,No,No,No,No,No,0.0,1139.09,1,1,0,No,0.0,0.0,,65.0,305,Yes
CUST-00179,58,Female,Urban,Married,4,Bachelor,15,Two Year,Electronic,Yes,124.85,1864.3,Yes,No,Fiber,No,No,No,No,Yes,Yes,249.52,1617.8,2,1,1,Yes,174.5,46.15,5.0,33.0,160,No
CUST-00180,71,Male,Suburban,Married,2,Bachelor,36,Two Year,Bank Transfer,No,21.33,788.88,No,No,Fiber,No,Yes,Yes,No,Yes,Yes,380.27,0.0,1,1,1,Yes,203.91,27.87,4.0,75.0,283,No
CUST-00181,44,Female,Suburban,Married,1,High School,6,Month-to-Month,Electronic,Yes,57.42,333.94,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,262.42,1565.76,6,0,0,No,56.08,9.36,4.0,71.0,183,No
CUST-00182,48,Female,Rural,Divorced,1,High School,42,One Year,Bank Transfer,Yes,23.98,1013.49,Yes,No,DSL,No,No,No,Yes,No,Yes,34.73,1048.55,0,3,1,No,64.36,15.27,,-94.0,24,No
CUST-00183,58,Female,Suburban,Married,3,Bachelor,50,One Year,Bank Transfer,Yes,32.23,1543.14,Yes,No,No,No,No,No,No,No,No,0.0,772.37,2,1,0,Yes,0.0,0.0,3.0,-35.0,141,No
CUST-00184,53,Male,Urban,Single,0,High School,18,One Year,Bank Transfer,Yes,48.45,858.84,Yes,Yes,Fiber,No,No,No,Yes,No,No,43.74,1873.53,3,1,1,Yes,182.84,34.37,4.0,89.0,182,No
CUST-00185,64,Female,Urban,Single,1,High School,50,Month-to-Month,Electronic,Yes,85.46,4155.99,Yes,Yes,Fiber,No,No,No,No,Yes,No,494.44,203.11,1,0,1,No,105.02,30.74,3.0,57.0,83,Yes
CUST-00186,60,Female,Suburban,Single,2,Bachelor,30,Two Year,Credit Card,Yes,130.18,3990.87,No,No,No,No,No,No,No,No,No,0.0,0.0,3,1,2,No,0.0,0.0,5.0,-25.0,230,No
CUST-00187,18,Female,Suburban,Divorced,2,Master,39,Two Year,Credit Card,No,132.06,5145.07,Yes,No,DSL,No,Yes,No,No,No,Yes,317.95,897.24,1,3,0,No,67.23,19.48,4.0,-49.0,222,No
CUST-00188,67,Female,Rural,Single,3,High School,12,Month-to-Month,Electronic,Yes,100.11,1231.44,Yes,No,Fiber,No,No,No,No,No,Yes,142.17,1266.52,1,1,0,No,81.08,19.82,5.0,-7.0,157,Yes
CUST-00189,46,Female,Suburban,Divorced,1,Bachelor,59,Month-to-Month,Bank Transfer,No,140.66,8311.8,Yes,No,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,326.62,115.58,2,0,1,No,176.82,43.31,3.0,-65.0,317,No
CUST-00190,18,Male,Suburban,Single,0,Bachelor,44,Month-to-Month,Credit Card,Yes,85.01,3585.69,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,105.2,1466.71,1,1,1,No,59.56,13.01,1.0,-66.0,184,Yes
CUST-00191,25,Male,Urban,Divorced,4,Bachelor,4,One Year,Bank Transfer,Yes,135.57,555.06,Yes,No,DSL,No,No,Yes,No,Yes,Yes,392.64,1161.58,3,0,0,No,90.87,11.67,4.0,-35.0,182,No
CUST-00192,74,Male,Urban,Married,0,High School,36,Month-to-Month,Electronic,Yes,79.03,2939.83,Yes,No,DSL,Yes,Yes,No,No,Yes,No,55.41,1020.94,2,2,0,No,89.28,18.21,3.0,77.0,84,No
CUST-00193,33,Male,Urban,Married,0,PhD,48,Two Year,Electronic,Yes,56.04,2798.43,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,447.58,904.64,2,1,0,Yes,23.59,3.55,5.0,30.0,64,No
CUST-00194,45,Female,Urban,Married,1,Bachelor,14,One Year,Mailed Check,No,139.13,1961.89,Yes,Yes,Fiber,No,No,No,No,No,No,420.21,1087.03,0,0,1,Yes,232.58,69.71,4.0,5.0,51,Yes
CUST-00195,39,Female,Suburban,Single,3,Bachelor,49,One Year,Credit Card,No,70.43,3538.66,Yes,Yes,No,No,No,No,No,No,No,0.0,407.39,2,1,0,Yes,0.0,0.0,2.0,-25.0,2,Yes
CUST-00196,35,Male,Urban,Married,3,High School,67,One Year,Credit Card,Yes,85.44,5868.94,Yes,No,Fiber,Yes,No,Yes,No,No,Yes,33.71,306.55,4,0,1,Yes,277.31,40.52,4.0,-97.0,76,No
CUST-00197,39,Male,Urban,Single,4,Bachelor,9,Month-to-Month,Credit Card,No,62.75,545.32,Yes,Yes,DSL,No,Yes,No,No,No,No,104.28,650.31,2,2,1,No,11.94,2.68,4.0,-46.0,134,No
CUST-00198,58,Male,Urban,Married,0,Master,21,Two Year,Electronic,No,106.17,2154.68,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,429.68,1448.06,2,2,0,Yes,70.56,14.27,4.0,79.0,325,No
CUST-00199,29,Female,Urban,Married,1,High School,72,One Year,Bank Transfer,No,149.35,10292.04,Yes,Yes,No,No,No,No,No,No,No,0.0,1217.75,2,0,1,Yes,0.0,0.0,4.0,86.0,69,No
CUST-00200,36,Male,Urban,Single,0,Bachelor,16,Two Year,Electronic,Yes,23.32,366.35,Yes,No,No,No,No,No,No,No,No,0.0,1012.23,3,2,2,Yes,0.0,0.0,,98.0,161,Yes
CUST-00201,42,Male,Suburban,Married,3,High School,16,One Year,Credit Card,No,136.98,2185.88,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,272.0,1185.89,4,1,2,Yes,29.65,7.77,3.0,-81.0,95,No
CUST-00202,67,Male,Urban,Married,1,PhD,28,One Year,Credit Card,Yes,20.51,602.88,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,137.09,1162.59,4,1,0,Yes,30.4,5.98,4.0,-82.0,15,No
CUST-00203,22,Male,Suburban,Married,0,High School,51,Month-to-Month,Mailed Check,No,67.35,3411.13,Yes,Yes,Fiber,No,No,No,No,No,Yes,111.04,683.38,1,1,0,No,103.56,13.38,1.0,35.0,229,Yes
CUST-00204,51,Female,Suburban,Divorced,2,Master,56,One Year,Credit Card,Yes,41.92,2400.57,Yes,Yes,Fiber,No,No,No,No,No,Yes,287.91,285.17,2,1,0,Yes,217.04,41.9,4.0,94.0,266,No
CUST-00205,56,Male,Rural,Married,1,Bachelor,57,Two Year,Electronic,Yes,118.45,6882.48,No,No,Fiber,Yes,Yes,Yes,No,No,No,186.29,0.0,6,0,0,Yes,234.62,35.34,4.0,-74.0,305,No
CUST-00206,27,Male,Urban,Married,1,Bachelor,52,Two Year,Credit Card,Yes,26.58,1341.28,Yes,No,Fiber,No,No,No,Yes,Yes,Yes,70.28,1239.83,6,0,0,No,235.6,34.1,5.0,35.0,342,No
CUST-00207,64,Male,Urban,Married,3,Bachelor,46,Two Year,Electronic,Yes,91.95,4043.1,No,No,Fiber,Yes,Yes,No,Yes,Yes,No,267.43,0.0,2,1,0,Yes,176.0,51.31,5.0,-83.0,5,No
CUST-00208,74,Female,Urban,Divorced,0,High School,38,Month-to-Month,Electronic,No,58.34,2227.13,Yes,No,No,No,No,No,No,No,No,0.0,981.59,4,1,0,No,0.0,0.0,4.0,-72.0,109,No
CUST-00209,24,Female,Suburban,Single,0,Bachelor,48,Two Year,Electronic,Yes,37.38,1830.04,Yes,No,DSL,No,No,No,No,Yes,Yes,367.26,1537.31,2,2,3,Yes,36.43,3.98,3.0,-55.0,142,No
CUST-00210,54,Male,Rural,Married,0,Bachelor,41,Two Year,Credit Card,Yes,120.34,5179.62,Yes,Yes,No,No,No,No,No,No,No,0.0,1210.54,0,2,0,No,0.0,0.0,,63.0,154,No
CUST-00211,64,Male,Suburban,Married,1,High School,59,Month-to-Month,Electronic,No,48.26,2807.33,Yes,No,Fiber,Yes,No,No,No,No,No,310.31,202.22,0,2,0,No,263.01,68.11,3.0,30.0,206,Yes
CUST-00212,69,Female,Suburban,Single,0,Master,67,Two Year,Credit Card,Yes,49.08,3418.54,Yes,Yes,Fiber,Yes,No,No,No,No,Yes,218.25,1791.18,5,0,0,Yes,260.22,39.26,2.0,36.0,165,No
CUST-00213,69,Male,Urban,Single,2,High School,66,Month-to-Month,Mailed Check,Yes,55.76,3636.71,Yes,Yes,Fiber,No,No,No,Yes,No,Yes,203.03,680.52,1,1,0,No,76.17,13.85,4.0,37.0,259,Yes
CUST-00214,32,Female,Suburban,Single,0,Bachelor,27,One Year,Bank Transfer,Yes,96.28,2648.79,Yes,No,Fiber,No,Yes,No,No,No,No,116.14,361.99,2,2,0,Yes,287.46,78.32,5.0,-17.0,172,No
CUST-00215,59,Male,Urban,Married,4,Bachelor,32,Month-to-Month,Electronic,Yes,105.76,3417.46,Yes,No,Fiber,No,Yes,No,No,No,Yes,15.21,267.28,0,0,0,No,95.61,16.4,3.0,93.0,120,Yes
CUST-00216,41,Male,Suburban,Divorced,0,High School,56,Two Year,Electronic,Yes,22.29,1192.35,Yes,No,Fiber,No,Yes,No,No,No,Yes,423.84,1468.84,1,0,1,Yes,153.59,32.79,3.0,-100.0,139,No
CUST-00217,43,Female,Suburban,Married,0,Bachelor,10,Month-to-Month,Bank Transfer,Yes,51.44,492.74,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,163.21,1437.54,2,0,0,No,18.08,3.74,4.0,31.0,167,Yes
CUST-00218,43,Female,Urban,Married,0,Bachelor,40,One Year,Bank Transfer,No,76.03,2895.31,Yes,No,Fiber,Yes,No,No,Yes,No,No,340.55,1430.31,0,1,0,No,,47.78,5.0,75.0,83,No
CUST-00219,63,Female,Urban,Single,3,Bachelor,17,Month-to-Month,Electronic,No,63.16,1059.8,Yes,No,Fiber,No,Yes,Yes,Yes,Yes,No,473.79,1839.93,4,1,0,No,237.35,54.09,2.0,0.0,193,No
CUST-00220,43,Male,Rural,Single,1,Bachelor,58,Month-to-Month,Bank Transfer,Yes,134.94,8019.03,No,No,DSL,Yes,No,No,Yes,Yes,Yes,282.5,0.0,1,3,0,No,71.26,13.87,3.0,-5.0,275,Yes
CUST-00221,27,Male,Urban,Married,3,High School,6,One Year,Credit Card,Yes,122.4,710.38,Yes,No,No,No,No,No,No,No,No,0.0,1166.15,2,1,2,No,0.0,0.0,5.0,-83.0,267,No
CUST-00222,34,Male,Urban,Married,3,Master,39,Month-to-Month,Credit Card,Yes,101.37,3995.11,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,134.14,1277.04,1,0,0,No,22.53,5.92,1.0,-23.0,37,Yes
CUST-00223,70,Female,Urban,Single,4,Bachelor,18,One Year,Mailed Check,No,63.95,1126.71,Yes,Yes,Fiber,No,Yes,No,No,No,No,467.02,1961.02,2,0,0,Yes,145.57,17.85,4.0,-56.0,302,Yes
CUST-00224,31,Female,Urban,Married,3,High School,72,Two Year,Bank Transfer,Yes,111.09,8235.84,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,341.04,693.46,2,1,0,Yes,32.69,6.3,4.0,11.0,337,No
CUST-00225,19,Male,Suburban,Divorced,0,Master,42,Two Year,Bank Transfer,No,129.67,5608.78,Yes,Yes,Fiber,No,Yes,Yes,No,No,Yes,332.64,1917.03,3,0,2,Yes,109.48,23.65,3.0,-86.0,241,No
CUST-00226,65,Female,Suburban,Married,3,High School,4,Two Year,Credit Card,Yes,97.33,400.03,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,213.08,382.6,1,0,0,No,37.98,9.16,4.0,78.0,329,No
CUST-00227,30,Female,Suburban,Married,4,Bachelor,20,Month-to-Month,Credit Card,No,121.98,2445.66,Yes,Yes,Fiber,Yes,No,Yes,No,Yes,No,422.52,1551.6,2,1,1,No,219.71,40.02,5.0,88.0,198,Yes
CUST-00228,44,Male,Urban,Married,5,Bachelor,28,Month-to-Month,Credit Card,Yes,117.38,3215.93,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,356.84,1302.48,0,1,1,No,12.54,3.1,2.0,-97.0,297,Yes
CUST-00229,26,Female,Suburban,Single,0,Master,40,One Year,Electronic,No,94.33,3889.79,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,141.59,1652.1,1,2,0,No,44.4,5.61,3.0,46.0,4,No
CUST-00230,24,Male,Rural,Single,2,PhD,65,Month-to-Month,Credit Card,Yes,60.58,3814.34,Yes,No,Fiber,Yes,No,No,Yes,No,Yes,299.79,154.5,0,0,1,No,54.49,12.57,4.0,-13.0,354,Yes
CUST-00231,65,Male,Urban,Married,0,Master,44,Two Year,Electronic,No,116.95,5037.69,Yes,No,Fiber,No,No,Yes,Yes,Yes,Yes,215.1,248.45,4,0,0,No,136.65,36.25,3.0,-7.0,102,No
CUST-00232,27,Female,Urban,Married,0,Bachelor,23,Month-to-Month,Electronic,Yes,46.88,1044.24,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,3.3,232.42,2,2,0,No,98.67,27.42,4.0,-24.0,137,No
CUST-00233,73,Male,Rural,Married,2,Bachelor,57,Two Year,Credit Card,Yes,121.33,7036.49,Yes,No,DSL,No,No,No,Yes,No,Yes,403.81,1226.62,1,1,0,No,56.59,12.22,,38.0,292,No
